value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
2,28,174,66,Spain,starting_xi,2024,Medium/Medium,Lean,Forward,78,85,73,70,79,36,67,3
7,27,185,78,France,substitute,2024,High/Medium,Normal,Midfield,78,81,79,67,78,27,69,3
35.5,20,177,77,France,starting_xi,2025,High/High,Normal,Forward,77,85,76,69,78,25,66,3
8,20,186,86,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,77,72,36,56,71,76,79,2
37,20,186,75,Italy,substitute,2024,High/Medium,Lean,Forward,77,81,69,75,78,56,75,3
30,21,177,70,Germany,substitute,2025,High/High,Lean,Midfield,77,76,74,74,78,68,74,4
50.5,20,182,87,England,substitute,2025,High/Medium,Stocky,Defender,77,80,57,72,75,73,76,3
18.5,22,179,62,Portugal,starting_xi,2024,High/Medium,Lean,Midfield,77,91,70,67,82,32,64,4
25,23,185,70,Italy,substitute,2024,Medium/High,Lean,Midfield,77,78,60,74,79,75,81,3
20.5,23,175,70,England,starting_xi,2025,High/Medium,Normal,Midfield,77,78,74,71,79,44,65,4
5,23,175,70,France,starting_xi,2024,High/Low,Normal,Midfield,77,90,73,67,82,34,56,4
2.2,23,191,78,Portugal,substitute,2024,Medium/Medium,Lean,Defender,77,54,43,54,59,79,78,2
25,23,172,65,England,substitute,2024,High/High,Stocky,Midfield,77,74,69,78,81,62,65,4
6.5,24,172,70,Italy,starting_xi,2024,High/High,Normal,Midfield,77,76,67,72,77,76,83,3
17,22,187,77,Germany,starting_xi,2024,High/Low,Lean,Midfield,77,82,74,69,80,31,62,4
9,23,180,67,Germany,starting_xi,2024,High/Medium,Lean,Midfield,77,72,66,71,84,45,48,5
7.5,22,170,76,England,substitute,2024,High/High,Normal,Midfield,77,95,70,69,77,43,63,3
17.5,25,175,70,Spain,substitute,2024,High/Medium,Normal,Midfield,77,65,67,78,82,63,55,3
6,25,188,75,England,substitute,2024,High/Medium,Lean,Forward,77,82,76,67,77,27,74,4
2.8,26,183,80,Spain,substitute,2024,Medium/Medium,Normal,Defender,77,76,54,63,64,79,76,2
11,24,180,80,England,starting_xi,2025,Medium/High,Lean,Defender,77,81,57,71,76,76,68,3
13,23,180,73,Germany,starting_xi,2024,Medium/Medium,Normal,Midfield,77,69,69,78,83,56,65,4
8,24,177,77,Germany,starting_xi,2025,High/Medium,Normal,Midfield,77,93,75,71,79,28,69,3
4.7,26,188,89,England,starting_xi,2024,Medium/High,Stocky,Defender,77,58,28,51,57,78,80,2
8,24,185,75,England,substitute,2024,High/Medium,Normal,Midfield,77,78,66,73,79,28,69,4
8,24,180,71,England,substitute,2024,Medium/High,Normal,Defender,77,74,47,65,66,77,76,2
4.6,23,184,75,England,substitute,2025,Medium/Medium,Lean,Defender,77,72,43,68,68,78,74,3
1.6,25,185,79,England,starting_xi,2026,Medium/High,Lean,Midfield,77,61,56,64,71,75,77,2
18,25,189,90,England,starting_xi,2024,Medium/Medium,Stocky,Forward,77,65,77,55,70,27,85,3
4.5,24,168,69,France,starting_xi,2024,Medium/Medium,Normal,Midfield,77,92,71,67,82,36,64,4
10,27,182,76,Italy,substitute,2025,Medium/High,Normal,Midfield,77,66,67,71,69,75,76,3
3.7,26,168,67,France,starting_xi,2024,High/High,Normal,Defender,77,88,60,68,76,71,76,3
4.2,25,174,67,England,substitute,2024,High/Medium,Lean,Midfield,77,87,73,69,82,36,64,3
6.5,26,179,70,England,substitute,2024,High/Medium,Normal,Defender,77,84,63,72,80,70,70,4
2.7,28,187,80,Spain,starting_xi,2024,Low/Medium,Normal,Defender,77,53,31,60,58,78,80,2
3,26,170,62,Germany,substitute,2024,Medium/Medium,Lean,Midfield,77,79,68,74,84,56,60,3
2.5,26,180,70,England,starting_xi,2024,High/Medium,Normal,Defender,77,70,54,71,74,76,76,3
18,27,179,68,Spain,starting_xi,2024,High/Medium,Lean,Defender,77,89,60,71,78,70,64,3
8,25,164,64,Portugal,substitute,2024,High/Low,Normal,Midfield,77,88,71,71,83,37,48,4
8.5,30,172,73,USA,substitute,2025,High/High,Normal,Midfield,77,71,66,79,77,70,70,3
4.1,29,175,73,Spain,substitute,2024,High/Medium,Lean,Defender,77,76,61,71,73,74,70,3
13.5,29,187,82,Portugal,starting_xi,2024,High/Medium,Normal,Midfield,77,59,74,75,73,71,81,3
4.1,27,174,65,Italy,substitute,2024,High/Low,Normal,Forward,77,82,73,78,83,48,50,4
11.5,29,180,71,Germany,starting_xi,2024,High/High,Normal,Midfield,77,68,64,71,73,76,77,3
2.6,27,182,74,France,bench,2024,Medium/Low,Normal,Defender,77,74,65,73,76,74,71,4
0.725,30,180,80,Germany,starting_xi,2024,High/Medium,Normal,Defender,77,79,64,74,77,69,75,3
6.5,27,171,65,Spain,starting_xi,2024,High/Medium,Normal,Defender,77,85,66,69,78,70,69,3
3.5,28,183,77,Spain,starting_xi,2024,High/High,Normal,Midfield,77,78,76,72,75,44,74,3
30,27,187,82,Portugal,starting_xi,2024,High/Medium,Normal,Forward,77,67,76,66,81,33,65,4
40.5,22,173,58,Portugal,substitute,2025,High/Medium,Normal,Forward,76,74,71,75,80,54,54,4
29,20,184,73,Portugal,substitute,2024,Medium/High,Lean,Midfield,76,65,44,62,68,76,73,3
16.5,21,175,72,Germany,substitute,2025,High/High,Normal,Midfield,76,76,48,67,72,73,75,3
13,22,192,85,Italy,substitute,2024,Medium/High,Lean,Defender,76,72,39,49,59,78,77,2
5.5,22,190,95,Germany,substitute,2024,Medium/Medium,Normal,Defender,76,71,26,52,64,75,81,2
8,21,183,71,Germany,starting_xi,2024,Medium/Medium,Lean,Forward,76,93,76,58,76,24,70,3
8.5,23,191,86,England,starting_xi,2024,Medium/Medium,Lean,Defender,76,71,38,59,63,77,75,2
10,21,191,85,England,substitute,2024,Medium/High,Normal,Defender,76,67,36,51,54,76,80,2
4.9,24,181,74,Portugal,substitute,2025,High/Medium,Lean,Forward,76,74,79,69,75,29,62,3
6.5,23,179,67,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,76,54,70,71,74,66,57,4
20.5,22,180,70,France,starting_xi,2024,High/Medium,Normal,Midfield,76,75,71,74,79,60,63,4
31,22,187,73,Netherlands,substitute,2024,Medium/High,Normal,Midfield,76,68,53,66,68,75,80,2
20,24,178,72,England,starting_xi,2024,Medium/High,Normal,Midfield,76,66,66,70,68,73,83,3
15,24,192,90,France,starting_xi,2024,Medium/Medium,Normal,Defender,76,58,47,63,56,77,77,2
6,23,168,70,Germany,starting_xi,2024,Medium/High,Normal,Midfield,76,62,46,61,68,77,75,2
6,24,176,68,Germany,substitute,2024,Medium/Medium,Lean,Midfield,76,60,49,67,72,75,74,3
30.5,23,184,73,France,starting_xi,2025,Medium/Medium,Lean,Midfield,76,84,75,73,75,35,65,3
17.5,25,178,68,England,starting_xi,2024,High/High,Normal,Midfield,76,70,71,72,78,71,79,3
11,25,190,85,Italy,substitute,2025,Medium/Medium,Stocky,Forward,76,61,75,68,76,40,81,3
15,24,181,81,Italy,starting_xi,2024,High/High,Normal,Forward,76,76,75,59,76,39,71,3
24.5,24,180,70,England,starting_xi,2025,High/High,Normal,Forward,76,83,73,68,74,46,67,3
0.975,24,174,71,France,substitute,2024,High/Medium,Normal,Defender,76,85,47,64,73,70,75,2
12.5,23,185,83,Germany,starting_xi,2025,Medium/High,Normal,Midfield,76,59,54,64,61,79,83,2
3.8,23,185,74,France,substitute,2024,Medium/Medium,Normal,Forward,76,66,74,77,78,47,71,4
11,24,179,68,England,substitute,2025,High/High,Normal,Defender,76,87,58,70,73,69,76,3
2.5,23,191,94,England,substitute,2024,High/High,Stocky,Forward,76,69,76,67,70,38,84,3
14,25,175,67,Spain,substitute,2024,High/High,Lean,Midfield,76,77,60,75,73,70,72,3
8,24,175,68,Portugal,substitute,2024,High/Medium,Normal,Midfield,76,72,70,77,80,54,52,4
15,24,181,77,Spain,substitute,2024,High/Medium,Lean,Forward,76,76,74,69,76,53,71,3
30.5,25,184,77,France,substitute,2024,High/High,Lean,Midfield,76,76,71,70,76,70,76,3
19.5,26,180,71,Spain,starting_xi,2024,Low/High,Normal,Defender,76,65,33,58,59,76,74,2
21.5,26,192,83,Italy,substitute,2024,High/Medium,Normal,Defender,76,62,51,54,59,78,80,2
6,24,181,73,England,substitute,2024,High/Medium,Lean,Midfield,76,82,71,71,82,47,66,4
2.1,26,178,76,England,starting_xi,2024,High/Medium,Lean,Defender,76,73,44,63,73,74,66,3
17.5,26,197,82,France,starting_xi,2024,Medium/Medium,Lean,Forward,76,63,76,58,68,26,79,3
21,26,194,86,Italy,substitute,2025,High/High,Normal,Forward,76,60,76,55,68,28,82,3
21,25,179,73,Portugal,substitute,2025,High/Medium,Normal,Forward,76,78,74,72,79,33,66,4
3,26,186,82,Portugal,starting_xi,2025,Medium/Low,Normal,Forward,76,76,75,66,73,19,70,3
5.5,26,181,78,England,substitute,2024,High/Medium,Normal,Midfield,76,67,70,77,78,61,64,4
7,28,190,77,Germany,starting_xi,2024,Medium/Medium,Lean,Defender,76,51,41,50,49,80,72,2
35,25,185,80,Spain,substitute,2024,Medium/High,Lean,Midfield,76,56,56,65,63,77,78,2
10.5,25,173,70,Netherlands,substitute,2024,Medium/Medium,Lean,Midfield,76,89,69,70,83,32,62,4
47.5,26,183,83,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,76,70,69,71,74,75,74,3
2.3,27,183,80,England,substitute,2024,High/High,Normal,Forward,76,79,76,66,72,32,73,3
2.9,27,172,75,Saudi Arabia,bench,2024,High/Low,Lean,Midfield,76,88,74,71,83,34,62,4
8.5,29,177,73,Spain,substitute,2024,Medium/High,Normal,Forward,76,80,75,70,77,35,74,4
3.3,29,186,84,England,starting_xi,2024,Medium/Medium,Normal,Midfield,76,63,72,77,77,60,64,4
0.875,31,185,82,Saudi Arabia,starting_xi,2024,High/Medium,Normal,Midfield,76,67,66,67,71,73,81,3
2.2,28,172,67,England,substitute,2024,High/Medium,Normal,Defender,76,76,65,70,75,72,67,3
3.8,28,188,78,Germany,starting_xi,2024,High/Medium,Normal,Defender,76,71,58,66,63,79,75,2
2.5,29,179,77,Italy,substitute,2024,High/Medium,Lean,Forward,76,82,77,68,81,36,51,4
17,27,170,66,USA,starting_xi,2024,High/Medium,Normal,Midfield,76,65,69,78,77,39,60,4
3.8,28,186,79,France,starting_xi,2024,Medium/High,Lean,Defender,76,58,66,66,68,78,72,2
99,18,178,65,England,substitute,2025,High/Medium,Lean,Forward,75,84,61,71,78,55,63,3
4,22,174,74,Germany,substitute,2024,Medium/Low,Normal,Forward,75,84,65,65,81,44,53,4
8,20,178,71,England,bench,2025,High/Medium,Lean,Defender,75,86,67,69,75,65,61,4
8,22,174,68,Spain,bench,2025,High/Medium,Normal,Midfield,75,63,73,74,78,49,58,3
2.9,22,184,75,France,substitute,2024,High/Medium,Normal,Midfield,75,76,70,72,79,54,68,4
15,22,179,73,Italy,substitute,2024,High/High,Lean,Midfield,75,77,66,71,74,70,78,3
44,19,175,70,Netherlands,starting_xi,2025,Medium/Medium,Normal,Midfield,75,72,69,76,76,53,70,3
3.4,19,182,70,England,substitute,2024,High/Medium,Lean,Defender,75,81,57,64,73,71,69,3
11,20,186,75,Spain,substitute,2024,Medium/High,Normal,Defender,75,63,25,46,44,77,74,2
35.5,19,177,70,Netherlands,substitute,2025,High/High,Normal,Forward,75,87,70,67,79,53,77,4
2.6,23,168,66,Spain,substitute,2024,High/Medium,Stocky,Forward,75,89,69,71,79,42,70,4
10.5,23,180,72,England,starting_xi,2024,Medium/Medium,Lean,Defender,75,84,55,65,76,67,76,3
25.5,22,185,77,England,starting_xi,2024,Medium/Medium,Normal,Defender,75,69,27,60,66,76,75,2
30,23,187,76,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,75,72,74,75,73,50,63,4
10.5,21,185,84,Italy,starting_xi,2024,Medium/Medium,Normal,Midfield,75,75,64,69,74,75,83,3
9,22,172,65,Portugal,substitute,2025,High/Medium,Lean,Midfield,75,83,68,71,80,34,58,4
26,22,173,67,England,substitute,2025,Medium/Medium,Lean,Midfield,75,76,68,70,79,47,68,4
10,21,191,83,Germany,starting_xi,2024,Medium/Medium,Lean,Defender,75,73,41,61,65,75,76,2
2.8,20,178,69,France,starting_xi,2024,High/Medium,Normal,Defender,75,78,55,68,74,70,66,3
21,21,185,75,Netherlands,starting_xi,2024,Medium/Medium,Normal,Midfield,75,66,66,79,75,61,71,3
4.3,24,166,60,France,starting_xi,2024,High/Medium,Lean,Midfield,75,69,52,68,72,75,57,3
13.5,23,175,62,Portugal,starting_xi,2024,High/Medium,Lean,Midfield,75,70,69,73,79,66,67,3
53.5,22,173,64,Italy,starting_xi,2024,Medium/Medium,Lean,Midfield,75,71,65,74,79,70,67,3
20,22,179,64,England,starting_xi,2025,High/High,Normal,Defender,75,81,63,65,71,70,65,3
3.6,23,177,71,Portugal,substitute,2025,Medium/Medium,Normal,Forward,75,82,72,67,79,41,66,4
1.4,22,172,75,Spain,substitute,2024,High/Medium,Normal,Midfield,75,78,75,73,77,35,51,4
14,22,185,70,Italy,starting_xi,2024,High/Medium,Lean,Forward,75,83,71,62,75,41,68,3
7,22,175,64,France,substitute,2024,High/Medium,Lean,Midfield,75,88,69,68,80,44,63,4
7.5,22,174,72,England,substitute,2024,High/High,Normal,Forward,75,94,69,61,79,37,59,4
4.4,24,185,81,Germany,starting_xi,2024,High/Medium,Normal,Defender,75,79,77,77,76,64,71,3
38,23,187,78,Spain,starting_xi,2025,High/Medium,Normal,Forward,75,69,77,64,76,36,77,3
35.5,23,186,81,England,substitute,2024,High/Medium,Normal,Midfield,75,77,72,60,74,43,81,3
23,22,190,86,France,starting_xi,2025,Medium/Medium,Normal,Defender,75,55,28,49,56,74,82,2
7,22,192,78,Germany,starting_xi,2024,Medium/Medium,Lean,Defender,75,65,39,54,59,77,70,2
2.2,24,181,80,France,starting_xi,2024,Medium/Medium,Normal,Midfield,75,62,55,66,69,72,84,2
7,23,181,68,Germany,starting_xi,2024,High/Medium,Lean,Defender,75,78,55,68,72,71,71,3
9.5,22,182,71,France,substitute,2024,Medium/Medium,Normal,Forward,75,89,72,66,74,25,65,3
8.5,23,174,64,England,starting_xi,2025,High/Medium,Lean,Defender,75,75,37,66,73,72,66,3
3.2,24,182,75,France,starting_xi,2024,High/Medium,Lean,Defender,75,79,50,68,72,70,77,2
8,23,175,68,Portugal,bench,2024,High/Medium,Normal,Defender,75,77,50,64,75,72,69,3
31,23,178,80,England,starting_xi,2024,High/Medium,Normal,Forward,75,79,72,69,78,42,66,4
4.2,24,183,71,Spain,starting_xi,2024,High/Medium,Lean,Defender,75,68,46,68,70,76,75,3
2.4,21,170,62,France,substitute,2024,High/Medium,Lean,Defender,75,82,50,70,77,71,60,3
4.2,25,181,75,Germany,starting_xi,2024,Medium/High,Lean,Midfield,75,68,73,72,79,54,61,4
2.4,25,190,76,Italy,bench,2024,Medium/Low,Normal,Midfield,75,70,75,72,78,40,67,3
2.8,23,185,79,France,starting_xi,2024,Medium/High,Lean,Forward,75,74,74,73,75,34,69,3
5.5,21,182,73,England,bench,2025,Low/High,Stocky,Defender,75,67,52,68,65,75,75,2
2,24,180,73,Italy,starting_xi,2024,High/Medium,Normal,Midfield,75,74,66,77,75,63,68,3
6,24,174,72,Spain,substitute,2024,High/Medium,Stocky,Forward,75,76,77,65,71,24,67,2
6.5,26,193,87,England,substitute,2024,Medium/Medium,Normal,Defender,75,52,40,50,49,75,81,2
2,25,184,84,Italy,substitute,2024,High/Medium,Normal,Defender,75,64,53,71,68,76,75,3
14.5,27,196,77,England,starting_xi,2024,Medium/Medium,Normal,Defender,75,66,44,64,65,74,80,3
3.6,26,176,76,England,substitute,2024,Medium/High,Normal,Midfield,75,71,49,63,71,74,79,3
2.5,24,175,74,England,substitute,2025,Medium/Medium,Normal,Midfield,75,85,73,67,77,35,61,4
2.4,25,176,72,Spain,substitute,2025,Medium/Medium,Normal,Forward,75,73,78,75,75,45,66,3
6.5,25,186,83,Italy,substitute,2025,High/Medium,Normal,Forward,75,76,67,74,83,41,67,3
2.4,25,165,65,USA,substitute,2025,High/Medium,Lean,Forward,75,85,69,68,78,26,56,3
9,26,185,81,Germany,starting_xi,2024,Medium/Medium,Normal,Midfield,75,80,61,62,71,75,80,3
9.5,26,193,83,France,substitute,2024,Low/Medium,Normal,Defender,75,34,33,52,46,76,78,2
2.5,27,191,79,France,starting_xi,2024,Low/High,Lean,Defender,75,61,49,61,62,77,74,2
5.5,26,186,76,Germany,substitute,2024,Medium/Medium,Lean,Midfield,75,63,63,71,75,63,70,3
2.3,26,175,80,England,starting_xi,2024,High/Medium,Normal,Midfield,75,86,72,68,76,39,69,4
1.6,27,177,70,Portugal,substitute,2024,High/Medium,Normal,Defender,75,71,59,70,73,71,72,2
17,27,172,69,Spain,substitute,2024,Medium/Medium,Lean,Midfield,75,72,75,67,77,30,55,3
1,28,183,84,England,substitute,2024,Medium/High,Normal,Midfield,75,67,68,74,76,70,75,3
0.6,34,172,68,USA,starting_xi,2024,High/High,Normal,Midfield,75,78,60,67,71,71,78,3
1.1,31,182,76,Italy,substitute,2024,High/Medium,Normal,Midfield,75,67,67,77,78,64,64,4
5.5,28,170,72,Germany,starting_xi,2024,High/High,Normal,Defender,75,73,59,66,76,73,71,3
6,28,173,66,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,75,78,69,73,75,47,65,3
1.6,27,180,66,Portugal,starting_xi,2024,Medium/High,Normal,Defender,75,87,50,66,70,70,70,3
53,19,192,85,England,bench,2024,Medium/High,Normal,Defender,74,69,33,61,66,75,75,2
8.5,19,178,79,England,substitute,2024,High/Medium,Normal,Forward,74,85,64,67,81,30,60,4
23.5,19,178,65,Portugal,starting_xi,2024,High/Low,Lean,Midfield,74,85,66,65,79,43,64,4
3,20,178,68,Portugal,starting_xi,2024,Medium/Medium,Lean,Midfield,74,66,58,64,74,70,72,3
19,20,171,75,England,starting_xi,2024,High/Medium,Stocky,Forward,74,82,73,66,75,34,61,4
2.4,22,177,70,England,starting_xi,2025,High/High,Lean,Defender,74,78,51,62,72,70,66,3
3.5,21,174,74,England,substitute,2024,High/Medium,Lean,Defender,74,88,55,69,79,64,59,4
4.1,21,178,65,France,starting_xi,2024,Medium/Medium,Lean,Midfield,74,68,64,73,76,61,54,4
10,22,186,76,England,starting_xi,2024,Medium/Medium,Lean,Midfield,74,75,68,67,74,72,79,3
4.7,21,183,75,Germany,substitute,2024,Medium/Medium,Normal,Forward,74,86,70,68,75,57,73,3
33,22,174,71,Germany,substitute,2024,High/Medium,Lean,Forward,74,82,72,66,81,27,60,3
28.5,20,182,72,England,substitute,2024,High/Low,Normal,Forward,74,78,72,50,77,30,66,3
6,21,174,68,Germany,starting_xi,2024,High/Medium,Lean,Midfield,74,85,67,65,78,54,64,3
102.5,21,188,81,Italy,bench,2024,High/Low,Lean,Forward,74,86,72,64,79,27,69,4
9.5,22,188,82,Germany,starting_xi,2024,Medium/High,Normal,Defender,74,71,37,62,64,73,76,2
2.4,22,187,80,Portugal,substitute,2024,Medium/High,Normal,Midfield,74,68,56,67,70,71,84,3
17.5,23,184,76,Germany,substitute,2024,Medium/High,Normal,Midfield,74,74,67,73,74,71,75,3
2.5,23,174,69,Spain,substitute,2024,High/Low,Normal,Defender,74,77,60,70,75,67,65,3
2.5,23,189,77,Italy,substitute,2025,Medium/Medium,Normal,Forward,74,75,75,61,77,34,70,4
4,23,167,72,Spain,substitute,2024,Medium/Medium,Normal,Forward,74,75,76,68,77,40,62,3
12,22,184,76,Germany,starting_xi,2024,High/High,Normal,Midfield,74,78,67,71,72,67,75,3
1.9,24,180,74,England,substitute,2024,High/Medium,Lean,Forward,74,77,73,62,77,25,64,3
4,23,181,81,England,substitute,2024,Medium/Medium,Normal,Forward,74,77,73,60,74,40,68,3
18.5,24,180,80,Spain,starting_xi,2024,Medium/High,Normal,Defender,74,75,25,40,45,73,87,2
3.3,24,183,71,France,substitute,2024,High/Medium,Lean,Forward,74,87,74,65,75,38,69,3
11.5,24,187,82,France,starting_xi,2025,Medium/Low,Lean,Forward,74,69,74,61,74,38,71,3
3.5,24,190,89,Netherlands,substitute,2024,Medium/Medium,Normal,Defender,74,69,34,55,50,75,77,2
6.5,23,178,70,England,substitute,2024,High/Medium,Stocky,Forward,74,85,74,61,73,39,76,3
1.9,25,186,75,Spain,substitute,2024,Low/High,Normal,Defender,74,59,41,48,53,74,76,2
4.2,25,176,73,Italy,starting_xi,2024,High/High,Normal,Midfield,74,67,63,71,75,72,69,3
1.4,24,175,71,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,74,62,66,75,74,68,69,3
8.5,23,195,85,England,starting_xi,2024,High/Low,Lean,Forward,74,71,75,58,71,41,72,2
1.9,25,172,67,Germany,starting_xi,2024,Medium/Medium,Lean,Forward,74,82,76,68,81,33,58,3
2.4,25,176,72,France,starting_xi,2024,Medium/Medium,Normal,Forward,74,83,70,69,80,35,58,4
1,26,167,67,France,starting_xi,2024,High/Medium,Stocky,Forward,74,90,73,68,81,29,51,3
4.2,25,184,76,Spain,starting_xi,2025,Medium/Medium,Lean,Midfield,74,77,70,73,75,43,59,3
12,28,183,82,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,74,64,57,62,61,74,80,2
2.7,26,188,83,Portugal,substitute,2024,Medium/Medium,Normal,Forward,74,55,78,59,69,30,82,3
12.5,27,179,74,Portugal,substitute,2025,High/Low,Normal,Defender,74,75,55,69,71,72,70,3
0.85,26,173,72,Germany,substitute,2024,Medium/Medium,Normal,Forward,74,70,70,73,78,51,58,4
5,26,181,72,Spain,substitute,2025,High/Medium,Normal,Forward,74,66,74,62,74,47,72,4
2.7,27,171,70,Netherlands,starting_xi,2024,Medium/High,Normal,Midfield,74,77,51,61,66,75,76,2
3,26,186,84,USA,starting_xi,2024,High/Medium,Normal,Midfield,74,72,66,74,71,61,76,3
0.55,36,192,85,Switzerland,bench,2024,Medium/Low,Lean,Forward,74,43,76,68,68,44,74,3
0.925,32,186,84,Italy,substitute,2025,Medium/High,Normal,Defender,74,70,67,73,73,74,73,4
1.2,30,175,67,Spain,substitute,2024,High/Medium,Normal,Midfield,74,73,75,65,74,43,66,3
2.3,27,176,81,France,starting_xi,2024,High/Medium,Normal,Midfield,74,72,70,71,77,58,77,4
0.85,28,186,85,Italy,substitute,2024,Medium/Medium,Normal,Forward,74,51,75,49,67,27,66,3
7.5,27,173,75,Saudi Arabia,starting_xi,2024,Medium/Medium,Stocky,Midfield,74,73,69,71,77,34,67,4
1,29,175,73,USA,starting_xi,2024,High/High,Normal,Defender,74,73,65,69,74,71,76,3
1.1,30,188,88,England,substitute,2024,Medium/Medium,Normal,Defender,74,60,29,48,36,76,75,2
28.5,20,193,87,Portugal,bench,2025,Medium/Low,Normal,Forward,73,72,76,54,70,25,58,2
1.7,20,175,65,Portugal,substitute,2024,High/Medium,Lean,Forward,73,82,61,65,78,55,58,3
16,20,170,67,England,substitute,2024,High/Medium,Normal,Forward,73,81,65,68,77,33,47,3
6.5,19,187,77,Portugal,bench,2024,High/Medium,Lean,Defender,73,79,47,61,74,70,71,4
4.2,22,182,78,Switzerland,starting_xi,2024,Medium/Medium,Normal,Defender,73,75,45,63,64,69,78,2
1.8,22,180,73,England,starting_xi,2025,High/Medium,Lean,Midfield,73,83,61,66,77,27,54,4
4.3,20,178,69,England,starting_xi,2024,High/Medium,Normal,Defender,73,81,41,62,74,70,68,3
15,19,180,71,Italy,substitute,2024,High/Low,Lean,Midfield,73,81,68,71,77,48,64,4
8,22,183,70,England,substitute,2024,High/Medium,Lean,Defender,73,87,39,50,72,70,69,3
7,22,173,70,England,substitute,2024,Medium/Medium,Normal,Midfield,73,74,72,72,74,53,53,4
12.5,18,175,74,Spain,substitute,2025,Medium/Medium,Normal,Forward,73,81,66,62,79,24,52,4
20.5,22,184,73,Spain,starting_xi,2024,Medium/High,Normal,Midfield,73,68,64,71,69,68,67,3
18,23,179,72,Italy,starting_xi,2024,High/Medium,Lean,Midfield,73,71,58,73,80,60,47,3
9,22,183,80,England,starting_xi,2024,High/Medium,Normal,Defender,73,76,47,66,70,69,67,3
38,22,185,79,Italy,substitute,2024,Low/High,Normal,Defender,73,62,35,43,48,74,76,2
6.5,23,185,74,Italy,substitute,2024,Medium/High,Lean,Midfield,73,63,55,66,73,71,65,4
1.8,22,178,71,Germany,substitute,2024,High/Low,Lean,Midfield,73,79,67,66,76,40,59,3
1.8,23,184,75,England,starting_xi,2024,Medium/High,Normal,Midfield,73,69,58,58,64,73,78,2
7,25,170,72,England,starting_xi,2024,Medium/High,Normal,Midfield,73,68,57,71,70,69,68,3
6.5,22,186,75,Germany,starting_xi,2024,High/High,Lean,Defender,73,71,56,67,67,68,76,3
2.5,22,181,72,Germany,substitute,2024,Medium/Medium,Normal,Midfield,73,59,70,77,75,44,60,3
4,23,183,69,Switzerland,substitute,2024,Medium/Medium,Normal,Midfield,73,61,64,70,72,66,71,3
27.5,21,176,69,France,substitute,2024,Medium/High,Normal,Midfield,73,72,64,66,74,71,73,3
1.5,26,185,81,Spain,substitute,2024,Low/Medium,Normal,Defender,73,68,32,50,58,73,77,2
9,26,187,77,England,starting_xi,2024,Medium/Medium,Normal,Midfield,73,57,58,68,68,73,72,3
14.5,24,185,78,Spain,substitute,2024,Medium/Medium,Stocky,Midfield,73,65,58,67,73,71,79,3
7.5,25,175,67,Germany,substitute,2024,Medium/High,Lean,Midfield,73,75,61,70,80,63,63,4
9.5,25,190,77,Spain,substitute,2024,Medium/Medium,Lean,Midfield,73,45,63,64,64,72,73,2
4.2,25,192,85,Germany,substitute,2024,Medium/Medium,Normal,Defender,73,74,48,54,60,75,71,2
6.5,26,181,64,USA,starting_xi,2025,High/High,Normal,Defender,73,70,45,63,70,72,75,3
2.3,25,183,75,Italy,substitute,2024,Medium/Medium,Lean,Midfield,73,65,63,72,74,67,62,2
2.3,25,176,71,Germany,starting_xi,2024,High/Medium,Normal,Midfield,73,67,67,76,72,65,65,2
2.4,25,186,81,Italy,substitute,2024,Medium/Medium,Normal,Midfield,73,70,50,68,70,70,71,2
4.1,26,180,78,Italy,starting_xi,2024,Medium/Medium,Lean,Midfield,73,67,61,68,74,72,74,3
4,25,194,86,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,73,49,39,51,51,75,77,2
2.9,28,188,73,England,starting_xi,2024,Medium/Medium,Normal,Defender,73,51,35,54,57,73,77,2
3.1,27,184,77,France,bench,2025,Low/Medium,Normal,Defender,73,58,37,49,57,73,75,2
4.2,26,179,77,England,starting_xi,2024,Medium/Low,Normal,Midfield,73,86,66,67,76,28,57,4
13.5,26,184,74,Italy,substitute,2024,High/Medium,Normal,Midfield,73,66,73,73,76,65,69,3
1.7,28,177,76,Germany,starting_xi,2024,Medium/High,Normal,Defender,73,71,52,66,68,70,72,2
2.6,30,183,82,England,starting_xi,2024,High/Medium,Normal,Midfield,73,68,70,73,71,57,74,3
1.9,28,172,71,France,starting_xi,2024,Medium/Medium,Normal,Forward,73,92,70,65,74,39,65,3
1.3,29,176,75,USA,starting_xi,2024,High/High,Normal,Defender,73,75,51,65,69,67,76,3
0.975,30,178,74,USA,starting_xi,2024,High/Medium,Normal,Defender,73,77,31,64,67,68,76,3
0.9,30,185,77,Italy,starting_xi,2024,Medium/Medium,Normal,Forward,73,71,73,57,69,33,74,3
7.5,28,173,73,France,starting_xi,2024,Medium/High,Normal,Midfield,73,62,67,71,72,66,73,3
14,21,166,71,England,starting_xi,2025,High/Medium,Lean,Defender,72,88,55,62,74,64,67,3
